
product_id,product_name,month,rentals_count,base_price
x4y5z6a7-b8c9-0123-xyza-456789012345,Pressure Washer 3000PSI,2025-02,20,₹1400
x4y5z6a7-b8c9-0123-xyza-456789012345,Pressure Washer 3000PSI,2025-03,35,₹1400
x4y5z6a7-b8c9-0123-xyza-456789012345,Pressure Washer 3000PSI,2025-04,40,₹1400
x4y5z6a7-b8c9-0123-xyza-456789012345,Pressure Washer 3000PSI,2025-05,45,₹1400
x4y5z6a7-b8c9-0123-xyza-456789012345,Pressure Washer 3000PSI,2025-06,48,₹1400
x4y5z6a7-b8c9-0123-xyza-456789012345,Pressure Washer 3000PSI,2025-07,42,₹1400
x4y5z6a7-b8c9-0123-xyza-456789012345,Pressure Washer 3000PSI,2025-08,38,₹1400
y5z6a7b8-c9d0-1234-yzab-567890123456,Dance Floor 20x20,2024-09,18,₹4000
y5z6a7b8-c9d0-1234-yzab-567890123456,Dance Floor 20x20,2024-10,30,₹4000
y5z6a7b8-c9d0-1234-yzab-567890123456,Dance Floor 20x20,2024-11,42,₹4000
y5z6a7b8-c9d0-1234-yzab-567890123456,Dance Floor 20x20,2024-12,48,₹4000
y5z6a7b8-c9d0-1234-yzab-567890123456,Dance Floor 20x20,2025-01,40,₹4000
y5z6a7b8-c9d0-1234-yzab-567890123456,Dance Floor 20x20,2025-02,45,₹4000
y5z6a7b8-c9d0-1234-yzab-567890123456,Dance Floor 20x20,2025-03,22,₹4000
y5z6a7b8-c9d0-1234-yzab-567890123456,Dance Floor 20x20,2025-04,15,₹4000
y5z6a7b8-c9d0-1234-yzab-567890123456,Dance Floor 20x20,2025-05,12,₹4000
y5z6a7b8-c9d0-1234-yzab-567890123456,Dance Floor 20x20,2025-06,10,₹4000
y5z6a7b8-c9d0-1234-yzab-567890123456,Dance Floor 20x20,2025-07,8,₹4000
y5z6a7b8-c9d0-1234-yzab-567890123456,Dance Floor 20x20,2025-08,6,₹4000
z6a7b8c9-d0e1-2345-zabc-678901234567,Chainsaw Professional,2024-09,15,₹1600
z6a7b8c9-d0e1-2345-zabc-678901234567,Chainsaw Professional,2024-10,18,₹1600
z6a7b8c9-d0e1-2345-zabc-678901234567,Chainsaw Professional,2024-11,12,₹1600
z6a7b8c9-d0e1-2345-zabc-678901234567,Chainsaw Professional,2024-12,8,₹1600
z6a7b8c9-d0e1-2345-zabc-678901234567,Chainsaw Professional,2025-01,6,₹1600
z6a7b8c9-d0e1-2345-zabc-678901234567,Chainsaw Professional,2025-02,10,₹1600
z6a7b8c9-d0e1-2345-zabc-678901234567,Chainsaw Professional,2025-03,25,₹1600
z6a7b8c9-d0e1-2345-zabc-678901234567,Chainsaw Professional,2025-04,30,₹1600
z6a7b8c9-d0e1-2345-zabc-678901234567,Chainsaw Professional,2025-05,35,₹1600
z6a7b8c9-d0e1-2345-zabc-678901234567,Chainsaw Professional,2025-06,32,₹1600
z6a7b8c9-d0e1-2345-zabc-678901234567,Chainsaw Professional,2025-07,28,₹1600
z6a7b8c9-d0e1-2345-zabc-678901234567,Chainsaw Professional,2025-08,25,₹1600
a7b8c9d0-e1f2-3456-abcd-789012345678,LED Light Panel,2024-09,30,₹1000
a7b8c9d0-e1f2-3456-abcd-789012345678,LED Light Panel,2024-10,32,₹1000
a7b8c9d0-e1f2-3456-abcd-789012345678,LED Light Panel,2024-11,35,₹1000
a7b8c9d0-e1f2-3456-abcd-789012345678,LED Light Panel,2024-12,38,₹1000
a7b8c9d0-e1f2-3456-abcd-789012345678,LED Light Panel,2025-01,32,₹1000
a7b8c9d0-e1f2-3456-abcd-789012345678,LED Light Panel,2025-02,35,₹1000
a7b8c9d0-e1f2-3456-abcd-789012345678,LED Light Panel,2025-03,40,₹1000
a7b8c9d0-e1f2-3456-abcd-789012345678,LED Light Panel,2025-04,42,₹1000
a7b8c9d0-e1f2-3456-abcd-789012345678,LED Light Panel,2025-05,45,₹1000
a7b8c9d0-e1f2-3456-abcd-789012345678,LED Light Panel,2025-06,40,₹1000
a7b8c9d0-e1f2-3456-abcd-789012345678,LED Light Panel,2025-07,38,₹1000
a7b8c9d0-e1f2-3456-abcd-789012345678,LED Light Panel,2025-08,35,₹1000
b8c9d0e1-f2g3-4567-bcde-890123456789,Ford F-150 Pickup,2024-09,20,₹6000
b8c9d0e1-f2g3-4567-bcde-890123456789,Ford F-150 Pickup,2024-10,22,₹6000
b8c9d0e1-f2g3-4567-bcde-890123456789,Ford F-150 Pickup,2024-11,25,₹6000
b8c9d0e1-f2g3-4567-bcde-890123456789,Ford F-150 Pickup,2024-12,28,₹6000
b8c9d0e1-f2g3-4567-bcde-890123456789,Ford F-150 Pickup,2025-01,25,₹6000
b8c9d0e1-f2g3-4567-bcde-890123456789,Ford F-150 Pickup,2025-02,22,₹6000
b8c9d0e1-f2g3-4567-bcde-890123456789,Ford F-150 Pickup,2025-03,35,₹6000
b8c9d0e1-f2g3-4567-bcde-890123456789,Ford F-150 Pickup,2025-04,40,₹6000
b8c9d0e1-f2g3-4567-bcde-890123456789,Ford F-150 Pickup,2025-05,42,₹6000
b8c9d0e1-f2g3-4567-bcde-890123456789,Ford F-150 Pickup,2025-06,38,₹6000
b8c9d0e1-f2g3-4567-bcde-890123456789,Ford F-150 Pickup,2025-07,35,₹6000
b8c9d0e1-f2g3-4567-bcde-890123456789,Ford F-150 Pickup,2025-08,32,₹6000
c9d0e1f2-g3h4-5678-cdef-901234567890,Chocolate Fountain,2024-09,8,₹1500
c9d0e1f2-g3h4-5678-cdef-901234567890,Chocolate Fountain,2024-10,25,₹1500
c9d0e1f2-g3h4-5678-cdef-901234567890,Chocolate Fountain,2024-11,35,₹1500
c9d0e1f2-g3h4-5678-cdef-901234567890,Chocolate Fountain,2024-12,42,₹1500
c9d0e1f2-g3h4-5678-cdef-901234567890,Chocolate Fountain,2025-01,30,₹1500
c9d0e1f2-g3h4-5678-cdef-901234567890,Chocolate Fountain,2025-02,35,₹1500
c9d0e1f2-g3h4-5678-cdef-901234567890,Chocolate Fountain,2025-03,15,₹1500
c9d0e1f2-g3h4-5678-cdef-901234567890,Chocolate Fountain,2025-04,10,₹1500
c9d0e1f2-g3h4-5678-cdef-901234567890,Chocolate Fountain,2025-05,8,₹1500
c9d0e1f2-g3h4-5678-cdef-901234567890,Chocolate Fountain,2025-06,6,₹1500
c9d0e1f2-g3h4-5678-cdef-901234567890,Chocolate Fountain,2025-07,5,₹1500
c9d0e1f2-g3h4-5678-cdef-901234567890,Chocolate Fountain,2025-08,4,₹1500
d0e1f2g3-h4i5-6789-defg-012345678901,Carbon Fiber Tripod,2024-09,25,₹700
d0e1f2g3-h4i5-6789-defg-012345678901,Carbon Fiber Tripod,2024-10,30,₹700
d0e1f2g3-h4i5-6789-defg-012345678901,Carbon Fiber Tripod,2024-11,35,₹700
d0e1f2g3-h4i5-6789-defg-012345678901,Carbon Fiber Tripod,2024-12,32,₹700
d0e1f2g3-h4i5-6789-defg-012345678901,Carbon Fiber Tripod,2025-01,28,₹700
d0e1f2g3-h4i5-6789-defg-012345678901,Carbon Fiber Tripod,2025-02,30,₹700
d0e1f2g3-h4i5-6789-defg-012345678901,Carbon Fiber Tripod,2025-03,38,₹700
d0e1f2g3-h4i5-6789-defg-012345678901,Carbon Fiber Tripod,2025-04,40,₹700
d0e1f2g3-h4i5-6789-defg-012345678901,Carbon Fiber Tripod,2025-05,42,₹700
d0e1f2g3-h4i5-6789-defg-012345678901,Carbon Fiber Tripod,2025-06,38,₹700
